,City,Cloudiness,Country Code,Date,Humidity,Latitude,Longitude,Max Temperature,Wind Speed
372,Maralal,0,KE,1547338684,82,1.1,36.7,50.58,3.6
373,Sur,8,OM,1547338684,100,22.57,59.53,69.88,6.33
374,Laurel,20,US,1547337180,56,45.67,-108.77,39.02,19.46
375,Adre,0,TD,1547338685,56,13.47,22.2,58.45,3.53
376,Bayan,0,MN,1547338686,43,47.25,107.54,-17.6,4.21
377,Tshikapa,20,CD,1547338686,87,-6.42,20.79,74.92,2.37
378,Maceio,20,BR,1547337600,83,-9.67,-35.74,75.2,5.82
379,Namioka,75,JP,1547337600,85,40.71,140.59,24.8,2.24
380,Sabang,44,PH,1547338687,93,13.72,123.58,78.3,13.04
381,Alekseyevsk,56,RU,1547338687,63,57.84,108.35,-0.46,4.61
382,Trat,0,TH,1547338452,100,12.25,102.51,79.83,2.98
383,Kununurra,68,AU,1547335800,83,-15.77,128.74,80.6,4.7
384,Abasolo,75,MX,1547336520,35,20.45,-101.53,71.6,1.7
385,Thinadhoo,88,MV,1547338688,100,0.53,72.93,81.76,9.08
386,Payo,92,ID,1547338689,100,-3.75,103.64,72.18,3.38
387,Seoul,0,KR,1547337600,79,37.57,126.98,28.4,3.36
388,Charters Towers,0,AU,1547338689,76,-20.07,146.27,79.87,10.42
389,Birao,0,CF,1547338689,52,10.3,22.78,66.01,6.22
390,Arkhangelsk,90,RU,1547337600,100,64.54,40.54,24.8,6.71
391,Mayya,90,RU,1547337600,57,61.74,130.28,-47.21,2.24
392,Abu Kamal,0,SY,1547338690,82,34.45,40.92,39.6,11.25
393,Grand-Santi,68,GF,1547338690,100,4.27,-54.38,71.37,2.71
394,Coahuayana,24,MX,1547338691,44,18.62,-100.35,76.9,1.81
395,Kaeo,24,NZ,1547338482,48,-35.1,173.78,79.15,6.78
396,Viedma,76,AR,1547338691,33,-40.81,-62.99,74.25,4.38
397,Palmer,0,AU,1547335800,33,-34.85,139.16,73.4,16.11
398,Terrace,90,CA,1547336820,93,54.52,-128.61,35.6,12.75
399,Yulara,0,AU,1547334000,10,-25.24,130.99,95.0,16.11
400,Santa Engracia,20,ES,1547335800,61,41.94,-1.32,46.4,26.4
401,Buala,24,SB,1547338693,84,-8.15,159.59,85.54,7.9
402,Jacarei,32,BR,1547338693,79,-23.81,-54.53,81.49,1.3
403,Dong Hoi,100,VN,1547338693,100,17.48,106.6,72.85,9.01
404,Chicama,90,PE,1547337600,88,-7.84,-79.15,73.4,12.75
405,Yushan,90,CN,1547334000,100,31.68,118.49,30.2,2.24
406,Fundu Moldovei,56,RO,1547338694,85,47.53,25.43,8.1,2.19
407,Soubre,44,CI,1547338694,95,5.79,-6.61,73.08,3.09
408,Iqaluit,5,CA,1547334000,67,63.75,-68.52,-25.61,18.34
409,Nome,1,US,1547337300,57,30.04,-94.42,62.6,13.87
410,Nhulunbuy,40,AU,1547335800,70,-12.18,136.78,86.0,11.41
411,Sistranda,75,NO,1547337000,100,63.73,8.83,33.8,17.22
412,Rudnogorsk,48,RU,1547338695,75,57.27,103.75,-0.68,8.12
413,Rocha,44,UY,1547338696,73,-34.48,-54.34,70.78,10.8
414,Westport,92,IE,1547338696,96,53.8,-9.52,48.33,18.81
415,Padang,20,ID,1547334000,94,-0.92,100.36,75.2,2.24
416,Aykhal,32,RU,1547338697,45,65.95,111.51,-29.53,3.09
417,Sept-Iles,90,CA,1547334000,62,50.2,-66.38,19.4,9.17
418,Dalhousie,92,IN,1547338697,90,32.54,75.98,33.25,0.81
419,Sfantu Gheorghe,90,RO,1547335800,100,44.65,26.83,15.8,3.36
420,Gotsu,20,JP,1547337600,87,35.01,132.22,42.8,4.7
421,Comodoro Rivadavia,20,AR,1547337600,28,-45.87,-67.48,69.8,4.7
422,Henties Bay,0,NA,1547338698,100,-22.12,14.28,60.34,3.6
423,Guanay,64,BO,1547338699,96,-15.5,-67.88,64.53,2.08
424,Nouadhibou,0,MR,1547334000,45,20.93,-17.03,64.4,14.99
425,Samarinda,32,ID,1547338699,85,-0.5,117.14,80.14,3.04
426,Yangambi,20,CD,1547338699,96,0.77,24.47,73.35,2.19
427,Nauen,75,DE,1547337000,87,52.61,12.88,42.8,18.34
428,Phra Phutthabat,8,TH,1547338714,90,14.72,100.8,66.87,2.71
429,Severo-Kurilsk,80,RU,1547338715,96,50.68,156.12,33.57,18.19
430,Sironj,0,IN,1547338715,88,24.1,77.69,49.99,3.53
431,Tuatapere,32,NZ,1547338715,91,-46.13,167.69,58.36,10.8
432,Qaqortoq,92,GL,1547337000,86,60.72,-46.03,30.2,4.7
433,Miles City,1,US,1547337180,84,46.41,-105.84,28.04,12.75
434,Wageningen,75,NL,1547337300,100,51.98,5.66,46.4,8.05
435,Srednekolymsk,92,RU,1547338716,61,67.46,153.71,-20.71,3.09
436,Nisia Floresta,40,BR,1547337600,74,-6.09,-35.21,80.6,5.82
437,Laurentides,0,CA,1547338716,74,46.43,-74.98,-3.02,4.54
438,Manzhouli,24,CN,1547338717,47,49.6,117.43,-17.42,3.04
439,Taoudenni,0,ML,1547338717,31,22.68,-3.98,50.13,13.38
440,Kalmunai,48,LK,1547338717,100,7.42,81.82,71.77,5.61
441,Mayo,90,CA,1547336700,76,63.59,-135.9,-9.41,2.53
442,Aviemore,92,GB,1547337000,81,57.19,-3.83,51.8,23.04
443,Harer,90,US,1547337000,85,42.19,-111.17,14.0,3.36
444,Jarabacoa,40,DO,1547337600,94,19.12,-70.64,75.2,2.04
445,Yeniseysk,32,RU,1547338719,73,58.45,92.17,-10.76,4.5
446,Severomuysk,32,RU,1547338719,60,56.17,113.57,-23.99,1.81
447,Darnah,88,LY,1547338719,100,32.77,22.64,56.65,22.17
448,Umm Kaddadah,0,SD,1547338720,75,13.6,26.69,53.41,2.82
449,Hami,80,CN,1547338720,66,42.84,93.51,9.27,3.38
450,Weligama,80,LK,1547338720,100,5.97,80.42,76.32,5.06
451,Nohar,0,IN,1547338720,94,29.18,74.77,50.8,6.55
452,Maniitsoq,24,GL,1547338721,100,65.42,-52.9,6.93,5.61
453,Pithoragarh,68,IN,1547338721,96,29.59,80.22,40.05,2.19
454,Yagodnoye,44,RU,1547338722,65,62.52,149.63,-24.04,2.59
455,Bilma,0,NE,1547338722,27,18.69,12.92,56.29,14.34
456,Poltava,88,UA,1547338722,92,49.59,34.55,21.82,9.31
457,Sturgis,1,US,1547338500,100,44.41,-103.51,26.96,1.59
458,Along,0,IN,1547338723,52,28.17,94.8,45.76,2.71
459,Biak,32,ID,1547338723,100,-0.91,122.88,79.92,2.86
460,Avera,90,US,1547337300,64,33.19,-82.53,51.8,6.93
461,Saint-Joseph,0,FR,1547337600,74,43.56,6.97,46.4,3.36
462,Saint George,75,GR,1547337000,64,39.45,22.34,39.2,5.82
463,Moindou,90,NC,1547337600,59,-21.69,165.68,89.6,12.75
464,Matara,80,PE,1547338725,89,-13.74,-72.9,47.52,1.97
465,Shingu,20,JP,1547337600,52,33.72,135.99,46.4,11.41
466,Grass Valley,1,US,1547337600,61,39.22,-121.06,62.6,4.7
467,Dawlatabad,12,AF,1547338725,72,36.41,64.91,23.71,6.29
468,Meulaboh,56,ID,1547338726,100,4.14,96.13,77.08,6.55
469,Lere,8,TD,1547338726,58,9.66,14.23,63.45,3.87
470,Otane,36,NZ,1547338726,69,-39.89,176.62,71.05,5.1
471,San Ramon,40,NI,1547334000,82,12.92,-85.84,68.0,4.7
472,Longuenesse,75,FR,1547337000,87,50.74,2.25,48.2,16.11
473,Olinda,75,EC,1547337600,78,-2.03,-79.75,80.6,3.36
474,Culebra,1,US,1547337180,63,34.68,-105.77,40.82,6.93
475,Gairo,12,TZ,1547338728,96,-6.14,36.87,59.22,2.75
476,Partenit,32,UA,1547338728,100,44.58,34.34,38.29,9.42
477,Otradnoye,0,RU,1547335800,92,59.77,30.8,15.8,8.95
478,Irkutsk,75,RU,1547337600,84,52.29,104.28,-0.41,13.42
479,Haines Junction,24,CA,1547338729,40,60.75,-137.51,-15.53,2.08
480,Autazes,8,BR,1547338729,76,-3.58,-59.13,80.32,5.5
481,Juegang,24,CN,1547338730,100,32.31,121.18,35.68,7.52
482,Belmonte,0,PT,1547338730,85,40.36,-7.35,30.19,6.51
483,Tomatlan,0,MX,1547338640,65,19.93,-105.25,78.79,2.75
484,Zhigalovo,24,RU,1547338730,65,54.81,105.15,-9.91,2.82
485,Pangnirtung,12,CA,1547338731,54,66.15,-65.72,-31.64,4.72
486,Kiunga,88,PG,1547338731,98,-6.12,141.3,74.83,2.71
487,Tual,80,ID,1547338731,100,-5.67,132.75,83.02,13.33
488,Sitamarhi,0,IN,1547338732,84,26.6,85.49,45.45,2.26
489,Souillac,90,FR,1547335800,100,45.6,-0.6,46.4,8.05
490,Mpika,80,ZM,1547338476,95,-11.84,31.4,63.67,6.73
491,San Juan,20,PR,1547337360,68,18.47,-66.12,78.8,10.29
492,Harrogate,75,GB,1547337000,87,53.99,-1.54,53.6,28.86
493,Vryburg,0,ZA,1547338734,27,-26.96,24.73,67.27,8.9
494,Doha,0,QA,1547337600,72,25.29,51.53,60.8,4.7
495,Rio Gallegos,75,AR,1547337600,57,-51.62,-69.22,51.8,28.86
496,Srandakan,68,ID,1547338734,100,-7.94,110.25,75.1,3.98
497,Yumen,8,CN,1547338735,43,40.29,97.04,-3.56,5.55
498,Kargasok,24,RU,1547338735,67,59.06,80.87,-14.68,6.11
499,Ravar,0,IR,1547338735,68,31.27,56.81,21.37,1.52
500,Quatre Cocos,40,MU,1547337600,78,-20.21,57.76,78.8,11.41
501,Puerto Colombia,40,CO,1547337600,83,10.99,-74.96,78.8,13.87
502,Bulgan,0,MN,1547338736,45,48.81,103.53,-9.95,7.74
503,Carbonia,0,IT,1547337000,86,39.17,8.53,41.0,6.93
504,Novikovo,76,UA,1547338736,100,45.05,34.56,27.72,6.11
505,Porto Novo,40,BR,1547337600,88,-23.68,-45.44,73.4,5.82
506,Mehriz,0,IR,1547337600,23,31.58,54.44,37.4,4.7
507,Egvekinot,12,RU,1547338737,0,66.32,-179.17,-43.79,3.83
508,Brae,92,GB,1547337000,93,60.4,-1.35,48.2,26.4
509,Hegra,75,NO,1547337000,94,63.46,11.11,32.0,10.29
510,Cockburn Town,88,TC,1547338731,100,21.46,-71.14,75.82,19.3
511,Merauke,12,ID,1547338738,95,-8.49,140.4,82.17,4.72
512,Caraballeda,40,VE,1547337600,73,10.61,-66.85,77.0,4.7
513,Arlit,0,NE,1547338739,50,18.74,7.39,52.78,4.09
514,Gorontalo,12,ID,1547338739,83,0.54,123.06,78.97,2.37
515,Onega,92,RU,1547338739,92,63.91,38.09,25.24,10.76
516,Laramie,1,US,1547337480,58,41.31,-105.59,33.08,4.7
517,Chernyshevskiy,56,RU,1547338740,60,63.01,112.47,-13.28,3.6
518,Hualmay,0,PE,1547338740,73,-11.1,-77.61,71.82,6.55
519,Khandyga,20,RU,1547338716,0,62.65,135.58,-43.43,2.59
520,Melbourne,0,AU,1547335800,56,-37.81,144.96,73.4,16.11
521,Marshall,90,US,1547337300,93,39.39,-87.69,35.06,8.05
522,Galle,1,US,1547337360,47,29.74,-97.91,59.0,12.75
523,Richards Bay,0,ZA,1547338634,96,-28.77,32.06,66.87,2.08
524,Edson,1,CA,1547334000,86,53.59,-116.44,28.4,4.7
